property_id,num_bedrooms,review_count,city,property_size
62,1,242,Seattle,ENTIRE_HOME_1_BEDROOMS
63,1,184,Seattle,ENTIRE_HOME_1_BEDROOMS
64,1,66,Seattle,PRIVATE_ROOM
65,1,29,Portland,PRIVATE_ROOM
66,1,15,Portland,PRIVATE_ROOM
67,1,6,Portland,PRIVATE_ROOM
68,1,84,Portland,ENTIRE_HOME_1_BEDROOMS
69,1,42,Seattle,ENTIRE_HOME_1_BEDROOMS
70,1,38,Portland,PRIVATE_ROOM
71,0,39,Atlanta,PRIVATE_ROOM
72,1,45,Denver,PRIVATE_ROOM
73,1,59,Portland,PRIVATE_ROOM
74,3,31,Seattle,ENTIRE_HOME_3_BEDROOMS
75,1,206,Seattle,ENTIRE_HOME_1_BEDROOMS
76,0,65,Seattle,ENTIRE_HOME_0_BEDROOMS
77,1,23,Seattle,ENTIRE_HOME_1_BEDROOMS
78,1,24,Portland,ENTIRE_HOME_1_BEDROOMS
79,1,126,Portland,PRIVATE_ROOM
80,1,268,Portland,PRIVATE_ROOM
81,1,68,Portland,PRIVATE_ROOM
82,1,18,Atlanta,SHARED_ROOM
83,1,14,Atlanta,SHARED_ROOM
84,1,10,Atlanta,SHARED_ROOM
85,1,19,Seattle,ENTIRE_HOME_1_BEDROOMS
86,1,65,Seattle,PRIVATE_ROOM
87,1,26,Atlanta,PRIVATE_ROOM
88,1,29,Atlanta,PRIVATE_ROOM
89,1,228,Portland,PRIVATE_ROOM
90,1,66,Seattle,PRIVATE_ROOM
91,2,23,Denver,ENTIRE_HOME_2_BEDROOMS
92,1,42,Atlanta,PRIVATE_ROOM
93,1,56,Portland,PRIVATE_ROOM
94,2,13,Seattle,ENTIRE_HOME_2_BEDROOMS
95,2,16,Atlanta,ENTIRE_HOME_2_BEDROOMS
96,2,29,Seattle,ENTIRE_HOME_2_BEDROOMS
97,2,4,Denver,ENTIRE_HOME_2_BEDROOMS
98,1,19,Seattle,PRIVATE_ROOM
99,1,39,Seattle,ENTIRE_HOME_1_BEDROOMS
100,1,166,Portland,ENTIRE_HOME_1_BEDROOMS
101,4,34,Portland,ENTIRE_HOME_4_BEDROOMS
102,4,22,Seattle,ENTIRE_HOME_4_BEDROOMS
103,1,34,Portland,PRIVATE_ROOM
104,2,41,Portland,ENTIRE_HOME_2_BEDROOMS
105,1,282,Seattle,ENTIRE_HOME_1_BEDROOMS
106,1,213,Las Vegas,PRIVATE_ROOM
107,1,36,Denver,ENTIRE_HOME_1_BEDROOMS
108,2,57,Las Vegas,ENTIRE_HOME_2_BEDROOMS
109,1,66,Portland,ENTIRE_HOME_1_BEDROOMS
110,2,82,Portland,ENTIRE_HOME_2_BEDROOMS
111,1,174,Portland,ENTIRE_HOME_1_BEDROOMS
112,1,69,Las Vegas,ENTIRE_HOME_1_BEDROOMS
113,1,253,Portland,ENTIRE_HOME_1_BEDROOMS
114,1,204,Seattle,ENTIRE_HOME_1_BEDROOMS
115,1,131,Seattle,PRIVATE_ROOM
116,3,2,Las Vegas,ENTIRE_HOME_3_BEDROOMS
117,1,57,Portland,PRIVATE_ROOM
118,1,196,Atlanta,ENTIRE_HOME_1_BEDROOMS
119,1,35,Denver,ENTIRE_HOME_1_BEDROOMS
120,1,39,Las Vegas,ENTIRE_HOME_1_BEDROOMS
121,1,53,Portland,ENTIRE_HOME_1_BEDROOMS
122,2,22,Seattle,ENTIRE_HOME_2_BEDROOMS
123,2,21,Seattle,ENTIRE_HOME_2_BEDROOMS
124,2,15,Seattle,ENTIRE_HOME_2_BEDROOMS
125,4,3,Seattle,ENTIRE_HOME_4_BEDROOMS
126,2,158,Portland,ENTIRE_HOME_2_BEDROOMS
127,2,20,Denver,ENTIRE_HOME_2_BEDROOMS
128,1,88,Denver,PRIVATE_ROOM
129,3,103,Portland,ENTIRE_HOME_3_BEDROOMS
130,2,10,Portland,ENTIRE_HOME_2_BEDROOMS
131,1,43,Portland,ENTIRE_HOME_1_BEDROOMS
132,1,54,Seattle,ENTIRE_HOME_1_BEDROOMS
133,1,72,Portland,PRIVATE_ROOM
134,1,139,Atlanta,PRIVATE_ROOM
135,2,84,Atlanta,ENTIRE_HOME_2_BEDROOMS
136,1,40,Denver,ENTIRE_HOME_1_BEDROOMS
137,1,112,Seattle,PRIVATE_ROOM
138,1,234,Seattle,ENTIRE_HOME_1_BEDROOMS
139,1,177,Portland,PRIVATE_ROOM
140,1,339,Portland,ENTIRE_HOME_1_BEDROOMS
141,1,4,Seattle,ENTIRE_HOME_1_BEDROOMS
142,1,24,Portland,PRIVATE_ROOM
143,1,153,Portland,PRIVATE_ROOM
144,1,56,Portland,PRIVATE_ROOM
145,2,22,Denver,ENTIRE_HOME_2_BEDROOMS
146,1,13,Denver,ENTIRE_HOME_1_BEDROOMS
147,4,3,Seattle,ENTIRE_HOME_4_BEDROOMS
148,,,Portland,ENTIRE_HOME_0_BEDROOMS
149,1,254,Seattle,PRIVATE_ROOM
150,1,157,Seattle,ENTIRE_HOME_1_BEDROOMS
151,1,124,Denver,PRIVATE_ROOM
152,3,100,Atlanta,ENTIRE_HOME_3_BEDROOMS
153,1,87,Seattle,PRIVATE_ROOM
154,1,218,Seattle,PRIVATE_ROOM
155,1,134,Seattle,PRIVATE_ROOM
156,2,7,Portland,ENTIRE_HOME_2_BEDROOMS
157,3,70,Seattle,ENTIRE_HOME_3_BEDROOMS
158,2,121,Atlanta,ENTIRE_HOME_2_BEDROOMS
159,4,8,Denver,ENTIRE_HOME_4_BEDROOMS
160,1,257,Portland,ENTIRE_HOME_1_BEDROOMS
161,1,50,Seattle,SHARED_ROOM
162,1,141,Denver,PRIVATE_ROOM
163,1,5,Portland,PRIVATE_ROOM
164,1,12,Portland,PRIVATE_ROOM
165,1,367,Portland,ENTIRE_HOME_1_BEDROOMS
166,1,72,Seattle,ENTIRE_HOME_1_BEDROOMS
167,1,0,Seattle,PRIVATE_ROOM
168,2,30,Portland,ENTIRE_HOME_2_BEDROOMS
169,1,4,Portland,PRIVATE_ROOM
170,5,29,Seattle,ENTIRE_HOME_5_BEDROOMS
171,3,208,Seattle,ENTIRE_HOME_3_BEDROOMS
172,1,37,Seattle,ENTIRE_HOME_1_BEDROOMS
173,0,171,Portland,ENTIRE_HOME_0_BEDROOMS
174,1,58,Atlanta,PRIVATE_ROOM
175,2,16,Las Vegas,ENTIRE_HOME_2_BEDROOMS
176,2,14,Las Vegas,PRIVATE_ROOM
177,1,9,Portland,PRIVATE_ROOM
178,1,47,Seattle,SHARED_ROOM
179,2,10,Seattle,ENTIRE_HOME_2_BEDROOMS
180,3,50,Seattle,ENTIRE_HOME_3_BEDROOMS
181,1,88,Atlanta,PRIVATE_ROOM
182,1,158,Portland,PRIVATE_ROOM
183,6,11,Seattle,ENTIRE_HOME_6_OR_MORE_BEDROOMS
184,4,20,Seattle,ENTIRE_HOME_4_BEDROOMS
185,1,8,Denver,ENTIRE_HOME_1_BEDROOMS
186,1,66,Seattle,ENTIRE_HOME_1_BEDROOMS
187,1,97,Seattle,PRIVATE_ROOM
188,1,129,Portland,PRIVATE_ROOM
189,1,256,Seattle,ENTIRE_HOME_1_BEDROOMS
190,3,77,Seattle,ENTIRE_HOME_3_BEDROOMS
191,1,96,Seattle,ENTIRE_HOME_1_BEDROOMS
192,1,167,Portland,PRIVATE_ROOM
193,1,13,Seattle,ENTIRE_HOME_1_BEDROOMS
194,1,250,Portland,PRIVATE_ROOM
195,2,16,Seattle,ENTIRE_HOME_2_BEDROOMS
196,2,17,Portland,ENTIRE_HOME_2_BEDROOMS
197,1,19,Seattle,ENTIRE_HOME_1_BEDROOMS
198,1,304,Atlanta,ENTIRE_HOME_1_BEDROOMS
199,3,19,Denver,ENTIRE_HOME_3_BEDROOMS
200,1,9,Portland,PRIVATE_ROOM
201,1,111,Las Vegas,PRIVATE_ROOM
202,1,5,Portland,ENTIRE_HOME_1_BEDROOMS
203,0,7,Portland,ENTIRE_HOME_0_BEDROOMS
204,1,40,Portland,ENTIRE_HOME_1_BEDROOMS
205,1,68,Portland,ENTIRE_HOME_1_BEDROOMS
206,1,138,Portland,ENTIRE_HOME_1_BEDROOMS
207,1,126,Las Vegas,ENTIRE_HOME_1_BEDROOMS
208,2,7,Seattle,ENTIRE_HOME_2_BEDROOMS
209,1,24,Atlanta,PRIVATE_ROOM
210,1,230,Portland,ENTIRE_HOME_1_BEDROOMS
211,3,64,Seattle,ENTIRE_HOME_3_BEDROOMS
212,1,15,Seattle,ENTIRE_HOME_1_BEDROOMS
213,1,161,Seattle,ENTIRE_HOME_1_BEDROOMS
214,1,52,Denver,PRIVATE_ROOM
215,3,10,Portland,ENTIRE_HOME_3_BEDROOMS
216,1,257,Portland,ENTIRE_HOME_1_BEDROOMS
217,1,54,Portland,PRIVATE_ROOM
218,1,63,Seattle,PRIVATE_ROOM
219,1,45,Seattle,PRIVATE_ROOM
220,1,91,Las Vegas,ENTIRE_HOME_1_BEDROOMS
221,1,45,Seattle,PRIVATE_ROOM
222,1,33,Denver,ENTIRE_HOME_1_BEDROOMS
223,1,70,Seattle,ENTIRE_HOME_1_BEDROOMS
224,2,58,Seattle,ENTIRE_HOME_2_BEDROOMS
225,3,15,Seattle,ENTIRE_HOME_3_BEDROOMS
226,1,109,Denver,PRIVATE_ROOM
227,3,160,Seattle,ENTIRE_HOME_3_BEDROOMS
228,1,38,Denver,PRIVATE_ROOM
229,1,189,Seattle,PRIVATE_ROOM
230,1,16,Seattle,ENTIRE_HOME_1_BEDROOMS
231,2,69,Seattle,ENTIRE_HOME_2_BEDROOMS
232,3,15,Seattle,ENTIRE_HOME_3_BEDROOMS
233,1,5,Atlanta,PRIVATE_ROOM
234,1,60,Portland,ENTIRE_HOME_1_BEDROOMS
235,0,64,Portland,ENTIRE_HOME_0_BEDROOMS
236,3,54,Denver,ENTIRE_HOME_3_BEDROOMS
237,3,214,Atlanta,ENTIRE_HOME_3_BEDROOMS
238,1,259,Portland,ENTIRE_HOME_1_BEDROOMS
239,1,5,Las Vegas,PRIVATE_ROOM
240,6,28,Seattle,ENTIRE_HOME_6_OR_MORE_BEDROOMS
241,2,80,Seattle,PRIVATE_ROOM
242,2,43,Seattle,PRIVATE_ROOM
243,1,60,Portland,ENTIRE_HOME_1_BEDROOMS
244,0,385,Portland,ENTIRE_HOME_0_BEDROOMS
245,3,8,Portland,ENTIRE_HOME_3_BEDROOMS
246,1,32,Seattle,ENTIRE_HOME_1_BEDROOMS
247,1,257,Seattle,ENTIRE_HOME_1_BEDROOMS
248,1,58,Portland,PRIVATE_ROOM
249,1,75,Portland,PRIVATE_ROOM
250,1,95,Seattle,ENTIRE_HOME_1_BEDROOMS
251,2,39,Atlanta,ENTIRE_HOME_2_BEDROOMS
252,1,276,Portland,ENTIRE_HOME_1_BEDROOMS
253,1,14,Portland,ENTIRE_HOME_1_BEDROOMS
254,1,274,Portland,PRIVATE_ROOM
255,1,313,Seattle,PRIVATE_ROOM
256,1,118,Seattle,PRIVATE_ROOM
257,1,234,Portland,PRIVATE_ROOM
258,2,9,Atlanta,ENTIRE_HOME_2_BEDROOMS
259,1,5,Portland,ENTIRE_HOME_1_BEDROOMS
260,1,203,Atlanta,PRIVATE_ROOM
261,1,21,Seattle,PRIVATE_ROOM
262,1,22,Seattle,ENTIRE_HOME_1_BEDROOMS
263,1,128,Portland,ENTIRE_HOME_1_BEDROOMS
264,3,17,Denver,ENTIRE_HOME_3_BEDROOMS
265,2,142,Seattle,ENTIRE_HOME_2_BEDROOMS
266,1,4,Atlanta,PRIVATE_ROOM
267,2,25,Portland,ENTIRE_HOME_2_BEDROOMS
268,1,41,Portland,PRIVATE_ROOM
269,1,61,Seattle,ENTIRE_HOME_1_BEDROOMS
270,1,66,Seattle,PRIVATE_ROOM
271,1,113,Portland,ENTIRE_HOME_1_BEDROOMS
272,4,62,Seattle,ENTIRE_HOME_4_BEDROOMS
273,2,133,Denver,ENTIRE_HOME_2_BEDROOMS
274,1,20,Seattle,PRIVATE_ROOM
275,1,15,Seattle,PRIVATE_ROOM
276,1,315,Seattle,ENTIRE_HOME_1_BEDROOMS
277,1,115,Portland,PRIVATE_ROOM
278,1,227,Portland,ENTIRE_HOME_1_BEDROOMS
279,2,244,Portland,ENTIRE_HOME_2_BEDROOMS
280,1,353,Portland,PRIVATE_ROOM
281,1,314,Portland,ENTIRE_HOME_1_BEDROOMS
282,1,124,Portland,PRIVATE_ROOM
283,1,90,Portland,PRIVATE_ROOM
284,1,11,Portland,PRIVATE_ROOM
285,1,14,Portland,PRIVATE_ROOM
286,1,31,Seattle,PRIVATE_ROOM
287,1,63,Seattle,ENTIRE_HOME_1_BEDROOMS
288,1,36,Las Vegas,PRIVATE_ROOM
289,1,16,Seattle,ENTIRE_HOME_1_BEDROOMS
290,1,8,Seattle,ENTIRE_HOME_1_BEDROOMS
291,1,20,Seattle,ENTIRE_HOME_1_BEDROOMS
292,1,26,Denver,ENTIRE_HOME_1_BEDROOMS
293,1,101,Seattle,ENTIRE_HOME_1_BEDROOMS
294,1,230,Seattle,PRIVATE_ROOM
295,1,53,Denver,ENTIRE_HOME_1_BEDROOMS
296,1,384,Atlanta,ENTIRE_HOME_1_BEDROOMS
297,1,12,Portland,ENTIRE_HOME_1_BEDROOMS
298,2,11,Las Vegas,ENTIRE_HOME_2_BEDROOMS
299,3,74,Seattle,ENTIRE_HOME_3_BEDROOMS
300,1,126,Portland,ENTIRE_HOME_1_BEDROOMS
301,3,10,Seattle,ENTIRE_HOME_3_BEDROOMS
302,2,122,Portland,ENTIRE_HOME_2_BEDROOMS
303,1,64,Portland,ENTIRE_HOME_1_BEDROOMS
304,1,166,Portland,PRIVATE_ROOM
305,2,81,Portland,ENTIRE_HOME_2_BEDROOMS
306,1,164,Atlanta,ENTIRE_HOME_1_BEDROOMS
307,3,160,Portland,ENTIRE_HOME_3_BEDROOMS
308,4,108,Portland,ENTIRE_HOME_4_BEDROOMS
309,1,137,Seattle,PRIVATE_ROOM
310,1,104,Seattle,PRIVATE_ROOM
311,1,266,Portland,ENTIRE_HOME_1_BEDROOMS
312,1,201,Atlanta,ENTIRE_HOME_1_BEDROOMS
313,2,47,Seattle,ENTIRE_HOME_2_BEDROOMS
314,2,56,Seattle,ENTIRE_HOME_2_BEDROOMS
315,2,22,Portland,ENTIRE_HOME_2_BEDROOMS
316,2,270,Portland,ENTIRE_HOME_2_BEDROOMS
317,1,110,Denver,PRIVATE_ROOM
318,1,133,Denver,PRIVATE_ROOM
319,1,45,Seattle,ENTIRE_HOME_1_BEDROOMS
320,1,126,Seattle,ENTIRE_HOME_1_BEDROOMS
321,1,47,Seattle,PRIVATE_ROOM
322,1,104,Denver,PRIVATE_ROOM
323,2,105,Portland,ENTIRE_HOME_2_BEDROOMS
324,2,109,Atlanta,ENTIRE_HOME_2_BEDROOMS
325,2,118,Portland,ENTIRE_HOME_2_BEDROOMS
326,1,3,Atlanta,PRIVATE_ROOM
327,0,182,Portland,ENTIRE_HOME_0_BEDROOMS
328,1,13,Atlanta,PRIVATE_ROOM
329,1,7,Las Vegas,ENTIRE_HOME_1_BEDROOMS
330,1,4,Las Vegas,ENTIRE_HOME_1_BEDROOMS
331,1,46,Portland,ENTIRE_HOME_1_BEDROOMS
332,1,44,Portland,PRIVATE_ROOM
333,0,199,Portland,ENTIRE_HOME_0_BEDROOMS
334,2,77,Portland,ENTIRE_HOME_2_BEDROOMS
335,1,34,Las Vegas,ENTIRE_HOME_1_BEDROOMS
336,2,66,Seattle,ENTIRE_HOME_2_BEDROOMS
337,1,32,Atlanta,PRIVATE_ROOM
338,1,163,Las Vegas,PRIVATE_ROOM
339,1,31,Portland,PRIVATE_ROOM
340,1,266,Portland,PRIVATE_ROOM
341,1,25,Portland,PRIVATE_ROOM
342,1,84,Seattle,PRIVATE_ROOM
343,1,43,Seattle,PRIVATE_ROOM
344,2,12,Denver,ENTIRE_HOME_2_BEDROOMS
345,1,59,Seattle,PRIVATE_ROOM
346,1,23,Denver,PRIVATE_ROOM
347,2,8,Portland,ENTIRE_HOME_2_BEDROOMS
348,1,5,Atlanta,SHARED_ROOM
349,2,109,Las Vegas,ENTIRE_HOME_2_BEDROOMS
350,1,172,Atlanta,PRIVATE_ROOM
351,1,376,Portland,PRIVATE_ROOM
352,1,9,Denver,PRIVATE_ROOM
353,3,86,Denver,ENTIRE_HOME_3_BEDROOMS
354,1,85,Denver,PRIVATE_ROOM
355,1,39,Seattle,PRIVATE_ROOM
356,0,7,Portland,ENTIRE_HOME_0_BEDROOMS
357,2,28,Atlanta,ENTIRE_HOME_2_BEDROOMS
358,3,27,Seattle,ENTIRE_HOME_3_BEDROOMS
359,1,13,Atlanta,PRIVATE_ROOM
360,1,277,Seattle,ENTIRE_HOME_1_BEDROOMS
361,1,117,Seattle,ENTIRE_HOME_1_BEDROOMS
362,2,10,Portland,ENTIRE_HOME_2_BEDROOMS
363,1,73,Portland,ENTIRE_HOME_1_BEDROOMS
364,1,84,Portland,ENTIRE_HOME_1_BEDROOMS
365,1,149,Seattle,PRIVATE_ROOM
366,2,13,Portland,ENTIRE_HOME_2_BEDROOMS
367,1,31,Denver,PRIVATE_ROOM
368,0,102,Portland,ENTIRE_HOME_0_BEDROOMS
369,1,35,Portland,PRIVATE_ROOM
370,2,2,Las Vegas,ENTIRE_HOME_2_BEDROOMS
371,2,9,Las Vegas,ENTIRE_HOME_2_BEDROOMS
372,0,3,Seattle,ENTIRE_HOME_0_BEDROOMS
373,2,29,Denver,ENTIRE_HOME_2_BEDROOMS
374,1,37,Seattle,PRIVATE_ROOM
375,1,254,Portland,PRIVATE_ROOM
376,1,26,Seattle,ENTIRE_HOME_1_BEDROOMS
377,1,158,Seattle,PRIVATE_ROOM
378,1,5,Atlanta,PRIVATE_ROOM
379,3,48,Portland,ENTIRE_HOME_3_BEDROOMS
380,1,22,Portland,PRIVATE_ROOM
381,1,40,Portland,ENTIRE_HOME_1_BEDROOMS
382,1,12,Seattle,PRIVATE_ROOM
383,2,117,Seattle,ENTIRE_HOME_2_BEDROOMS
384,1,158,Seattle,ENTIRE_HOME_1_BEDROOMS
385,3,47,Portland,ENTIRE_HOME_3_BEDROOMS
386,1,90,Seattle,ENTIRE_HOME_1_BEDROOMS
387,2,736,Portland,ENTIRE_HOME_2_BEDROOMS
388,1,20,Denver,PRIVATE_ROOM
389,3,157,Portland,ENTIRE_HOME_3_BEDROOMS
390,2,56,Portland,ENTIRE_HOME_2_BEDROOMS
391,1,6,Seattle,ENTIRE_HOME_1_BEDROOMS
392,6,60,Seattle,ENTIRE_HOME_6_OR_MORE_BEDROOMS
393,1,89,Portland,ENTIRE_HOME_1_BEDROOMS
394,2,16,Seattle,ENTIRE_HOME_2_BEDROOMS
395,1,11,Seattle,ENTIRE_HOME_1_BEDROOMS
396,1,45,Portland,ENTIRE_HOME_1_BEDROOMS
397,1,3,Portland,ENTIRE_HOME_1_BEDROOMS
398,2,31,Seattle,ENTIRE_HOME_2_BEDROOMS
399,2,24,Seattle,ENTIRE_HOME_2_BEDROOMS
400,1,39,Las Vegas,PRIVATE_ROOM
401,1,128,Portland,PRIVATE_ROOM
402,1,32,Seattle,PRIVATE_ROOM
403,1,50,Las Vegas,SHARED_ROOM
404,1,14,Portland,PRIVATE_ROOM
405,0,477,Seattle,ENTIRE_HOME_0_BEDROOMS
406,1,31,Portland,ENTIRE_HOME_1_BEDROOMS
407,1,139,Las Vegas,PRIVATE_ROOM
408,1,15,Portland,PRIVATE_ROOM
409,1,17,Denver,ENTIRE_HOME_1_BEDROOMS
410,1,14,Portland,PRIVATE_ROOM
411,2,56,Atlanta,ENTIRE_HOME_2_BEDROOMS
412,1,75,Portland,PRIVATE_ROOM
413,1,13,Atlanta,SHARED_ROOM
414,1,7,Denver,ENTIRE_HOME_1_BEDROOMS
415,1,53,Portland,PRIVATE_ROOM
416,1,26,Portland,PRIVATE_ROOM
417,5,36,Las Vegas,ENTIRE_HOME_5_BEDROOMS
418,1,29,Denver,PRIVATE_ROOM
419,1,162,Las Vegas,PRIVATE_ROOM
420,1,269,Portland,ENTIRE_HOME_1_BEDROOMS
421,3,51,Seattle,ENTIRE_HOME_3_BEDROOMS
422,2,456,Portland,PRIVATE_ROOM
423,2,25,Portland,ENTIRE_HOME_2_BEDROOMS
424,2,5,Portland,ENTIRE_HOME_2_BEDROOMS
425,1,147,Las Vegas,PRIVATE_ROOM
426,1,223,Portland,ENTIRE_HOME_1_BEDROOMS
427,1,9,Atlanta,SHARED_ROOM
428,3,18,Denver,ENTIRE_HOME_3_BEDROOMS
429,1,143,Portland,ENTIRE_HOME_1_BEDROOMS
430,1,102,Atlanta,PRIVATE_ROOM
431,2,35,Las Vegas,ENTIRE_HOME_2_BEDROOMS
432,1,153,Portland,ENTIRE_HOME_1_BEDROOMS
433,4,254,Portland,ENTIRE_HOME_4_BEDROOMS
434,2,174,Seattle,ENTIRE_HOME_2_BEDROOMS
435,1,103,Seattle,ENTIRE_HOME_1_BEDROOMS
436,1,18,Portland,ENTIRE_HOME_1_BEDROOMS
437,1,170,Portland,PRIVATE_ROOM
438,1,70,Seattle,PRIVATE_ROOM
439,1,96,Seattle,ENTIRE_HOME_1_BEDROOMS
440,1,2,Atlanta,ENTIRE_HOME_1_BEDROOMS
441,1,5,Atlanta,SHARED_ROOM
442,1,58,Portland,SHARED_ROOM
443,3,31,Seattle,ENTIRE_HOME_3_BEDROOMS
444,2,10,Las Vegas,ENTIRE_HOME_2_BEDROOMS
445,1,20,Portland,PRIVATE_ROOM
446,5,25,Seattle,ENTIRE_HOME_5_BEDROOMS
447,0,47,Denver,ENTIRE_HOME_0_BEDROOMS
448,1,74,Portland,PRIVATE_ROOM
449,1,26,Portland,ENTIRE_HOME_1_BEDROOMS
450,1,39,Seattle,ENTIRE_HOME_1_BEDROOMS
451,1,27,Portland,ENTIRE_HOME_1_BEDROOMS
452,1,52,Denver,ENTIRE_HOME_1_BEDROOMS
453,2,81,Portland,ENTIRE_HOME_2_BEDROOMS
454,5,18,Denver,ENTIRE_HOME_5_BEDROOMS
455,1,8,Seattle,PRIVATE_ROOM
456,1,29,Portland,PRIVATE_ROOM
457,,74,Seattle,ENTIRE_HOME_0_BEDROOMS
458,3,22,Seattle,ENTIRE_HOME_3_BEDROOMS
459,1,274,Seattle,ENTIRE_HOME_1_BEDROOMS
460,1,75,Seattle,ENTIRE_HOME_1_BEDROOMS
461,2,208,Seattle,ENTIRE_HOME_2_BEDROOMS
462,1,37,Atlanta,PRIVATE_ROOM
463,1,186,Seattle,ENTIRE_HOME_1_BEDROOMS
464,2,148,Portland,ENTIRE_HOME_2_BEDROOMS
465,1,34,Seattle,ENTIRE_HOME_1_BEDROOMS
466,1,89,Portland,ENTIRE_HOME_1_BEDROOMS
467,4,11,Las Vegas,ENTIRE_HOME_4_BEDROOMS
468,4,68,Las Vegas,ENTIRE_HOME_4_BEDROOMS
469,1,60,Portland,PRIVATE_ROOM
470,1,86,Portland,ENTIRE_HOME_1_BEDROOMS
471,2,80,Denver,ENTIRE_HOME_2_BEDROOMS
472,1,331,Portland,PRIVATE_ROOM
473,1,4,Atlanta,PRIVATE_ROOM
474,1,13,Atlanta,ENTIRE_HOME_1_BEDROOMS
475,3,11,Portland,ENTIRE_HOME_3_BEDROOMS
476,1,97,Denver,PRIVATE_ROOM
477,2,20,Denver,ENTIRE_HOME_2_BEDROOMS
478,1,61,Las Vegas,PRIVATE_ROOM
479,1,15,Atlanta,SHARED_ROOM
480,1,39,Seattle,PRIVATE_ROOM
481,1,115,Seattle,ENTIRE_HOME_1_BEDROOMS
482,5,29,Portland,ENTIRE_HOME_5_BEDROOMS
483,1,35,Portland,ENTIRE_HOME_1_BEDROOMS
484,2,52,Denver,ENTIRE_HOME_2_BEDROOMS
485,1,54,Portland,ENTIRE_HOME_1_BEDROOMS
486,1,130,Portland,ENTIRE_HOME_1_BEDROOMS
487,3,39,Portland,ENTIRE_HOME_3_BEDROOMS
488,1,8,Atlanta,SHARED_ROOM
489,1,219,Portland,ENTIRE_HOME_1_BEDROOMS
490,1,15,Portland,PRIVATE_ROOM
491,1,283,Seattle,PRIVATE_ROOM
